gene,species,genome_size_mb,ploidy,n_guides,total_ot,genic_ot,intergenic_ot,unannotated_ot,fraction_genic,total_ot_per_guide,genic_ot_per_guide,intergenic_ot_per_guide
HSP70,Pisum sativum,4450,diploid,3,20,8,12,0,0.4,6.67,2.67,4.0
HSP70,Populus deltoides,425,diploid,1,2,2,0,0,1.0,2.0,2.0,0.0
HSP70,Populus trichocarpa,480,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
HSP70,Prunus persica,272,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
HSP70,Solanum lycopersicum,824,diploid,1,3,1,2,0,0.3333,3.0,1.0,2.0
HSP70,Solanum tuberosum,1653,tetraploid,1,1,1,0,0,1.0,1.0,1.0,0.0
HSP70,Spinacia oleracea,989,diploid,3,2,1,1,0,0.5,0.67,0.33,0.33
HSP70,Vicia faba,11900,diploid,2,13,8,5,0,0.6154,6.5,4.0,2.5
HSP70,Vigna unguiculata,641,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
HSP70,Vitis vinifera,486,diploid,1,1,0,1,0,0.0,1.0,0.0,1.0
TUBA1,Arabidopsis thaliana,135,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
TUBA1,Beta vulgaris,558,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
TUBA1,Brassica rapa,353,diploid,2,9,9,0,0,1.0,4.5,4.5,0.0
TUBA1,Camelina sativa,785,hexaploid,2,9,9,0,0,1.0,4.5,4.5,0.0
TUBA1,Ceratopteris richardii,7400,diploid,3,20,14,6,0,0.7,6.67,4.67,2.0
TUBA1,Chenopodium quinoa,1300,tetraploid,3,5,5,0,0,1.0,1.67,1.67,0.0
TUBA1,Cicer arietinum,740,diploid,3,4,3,1,0,0.75,1.33,1.0,0.33
TUBA1,Coffea canephora,569,diploid,1,2,2,0,0,1.0,2.0,2.0,0.0
TUBA1,Corylus avellana,378,diploid,3,3,2,1,0,0.6667,1.0,0.67,0.33
TUBA1,Cucumis sativus,367,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
TUBA1,Daucus carota,430,diploid,1,5,5,0,0,1.0,5.0,5.0,0.0
TUBA1,Eleusine coracana,1100,tetraploid,1,0,0,0,0,0.0,0.0,0.0,0.0
TUBA1,Eruca vesicaria,851,diploid,2,4,0,4,0,0.0,2.0,0.0,2.0
TUBA1,Glycine max,1115,diploid,2,12,9,3,0,0.75,6.0,4.5,1.5
TUBA1,Gossypium hirsutum,2300,tetraploid,1,3,3,0,0,1.0,3.0,3.0,0.0
TUBA1,Helianthus annuus,3000,diploid,2,17,13,4,0,0.7647,8.5,6.5,2.0
TUBA1,Lactuca sativa,2600,diploid,3,24,17,7,0,0.7083,8.0,5.67,2.33
TUBA1,Lotus japonicus,554,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
TUBA1,Lupinus angustifolius,924,diploid,1,1,1,0,0,1.0,1.0,1.0,0.0
TUBA1,Malus domestica,703,diploid,2,4,4,0,0,1.0,2.0,2.0,0.0
TUBA1,Manihot esculenta,750,diploid,2,9,9,0,0,1.0,4.5,4.5,0.0
TUBA1,Phaseolus vulgaris,530,diploid,1,5,5,0,0,1.0,5.0,5.0,0.0
TUBA1,Pisum sativum,4450,diploid,3,13,3,10,0,0.2308,4.33,1.0,3.33
TUBA1,Populus deltoides,425,diploid,1,10,9,1,0,0.9,10.0,9.0,1.0
TUBA1,Populus trichocarpa,480,diploid,1,5,5,0,0,1.0,5.0,5.0,0.0
TUBA1,Prunus persica,272,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
TUBA1,Rubus occidentalis,240,diploid,1,3,3,0,0,1.0,3.0,3.0,0.0
TUBA1,Setaria viridis,397,diploid,1,1,0,1,0,0.0,1.0,0.0,1.0
TUBA1,Solanum lycopersicum,824,diploid,3,6,6,0,0,1.0,2.0,2.0,0.0
TUBA1,Solanum tuberosum,1653,tetraploid,3,2,2,0,0,1.0,0.67,0.67,0.0
TUBA1,Spinacia oleracea,989,diploid,3,2,2,0,0,1.0,0.67,0.67,0.0
TUBA1,Thlaspi arvense,539,diploid,2,3,3,0,0,1.0,1.5,1.5,0.0
TUBA1,Vicia faba,11900,diploid,3,21,5,16,0,0.2381,7.0,1.67,5.33
TUBA1,Vigna unguiculata,641,diploid,1,4,4,0,0,1.0,4.0,4.0,0.0
TUBA1,Vitis vinifera,486,diploid,2,3,3,0,0,1.0,1.5,1.5,0.0
Histone H4,Arabidopsis thaliana,135,diploid,1,2,2,0,0,1.0,2.0,2.0,0.0
Histone H4,Beta vulgaris,558,diploid,2,16,11,5,0,0.6875,8.0,5.5,2.5
Histone H4,Brassica napus,976,tetraploid,1,13,13,0,0,1.0,13.0,13.0,0.0
Histone H4,Brassica rapa,353,diploid,1,5,5,0,0,1.0,5.0,5.0,0.0
Histone H4,Camelina sativa,785,hexaploid,1,11,11,0,0,1.0,11.0,11.0,0.0
Histone H4,Ceratopteris richardii,7400,diploid,2,19,12,7,0,0.6316,9.5,6.0,3.5
Histone H4,Cicer arietinum,740,diploid,2,4,3,1,0,0.75,2.0,1.5,0.5
Histone H4,Cucumis sativus,367,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
Histone H4,Daucus carota,430,diploid,1,5,5,0,0,1.0,5.0,5.0,0.0
Histone H4,Eruca vesicaria,851,diploid,1,5,2,3,0,0.4,5.0,2.0,3.0
Histone H4,Fragaria ananassa,806,octoploid,1,11,11,0,0,1.0,11.0,11.0,0.0
Histone H4,Helianthus annuus,3000,diploid,2,25,22,3,0,0.88,12.5,11.0,1.5
Histone H4,Lactuca sativa,2600,diploid,2,30,28,2,0,0.9333,15.0,14.0,1.0
Histone H4,Malus domestica,703,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
Histone H4,Pisum sativum,4450,diploid,1,7,7,0,0,1.0,7.0,7.0,0.0
Histone H4,Rubus occidentalis,240,diploid,1,7,1,6,0,0.1429,7.0,1.0,6.0
Histone H4,Solanum lycopersicum,824,diploid,1,13,12,1,0,0.9231,13.0,12.0,1.0
Histone H4,Spinacia oleracea,989,diploid,1,5,5,0,0,1.0,5.0,5.0,0.0
Histone H4,Thlaspi arvense,539,diploid,1,2,0,2,0,0.0,2.0,0.0,2.0
Histone H4,Vicia faba,11900,diploid,1,25,16,9,0,0.64,25.0,16.0,9.0
Histone H4,Vigna unguiculata,641,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
EF-Tu,Aegilops tauschii,4200,diploid,1,2,2,0,0,1.0,2.0,2.0,0.0
EF-Tu,Arabidopsis thaliana,135,diploid,3,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Asparagus officinalis,1200,diploid,3,2,2,0,0,1.0,0.67,0.67,0.0
EF-Tu,Beta vulgaris,558,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
EF-Tu,Brachypodium distachyon,355,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Brassica napus,976,tetraploid,3,15,15,0,0,1.0,5.0,5.0,0.0
EF-Tu,Brassica rapa,353,diploid,3,1,1,0,0,1.0,0.33,0.33,0.0
EF-Tu,Camelina sativa,785,hexaploid,3,14,14,0,0,1.0,4.67,4.67,0.0
EF-Tu,Ceratopteris richardii,7400,diploid,3,18,0,18,0,0.0,6.0,0.0,6.0
EF-Tu,Chenopodium quinoa,1300,tetraploid,1,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Cicer arietinum,740,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
EF-Tu,Coffea canephora,569,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
EF-Tu,Corylus avellana,378,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Cucumis sativus,367,diploid,2,1,0,1,0,0.0,0.5,0.0,0.5
EF-Tu,Daucus carota,430,diploid,3,8,6,2,0,0.75,2.67,2.0,0.67
EF-Tu,Eleusine coracana,1100,tetraploid,2,2,2,0,0,1.0,1.0,1.0,0.0
EF-Tu,Eruca vesicaria,851,diploid,3,6,3,3,0,0.5,2.0,1.0,1.0
EF-Tu,Fragaria ananassa,806,octoploid,3,10,10,0,0,1.0,3.33,3.33,0.0
EF-Tu,Glycine max,1115,diploid,2,5,4,1,0,0.8,2.5,2.0,0.5
EF-Tu,Gossypium hirsutum,2300,tetraploid,3,7,3,4,0,0.4286,2.33,1.0,1.33
EF-Tu,Helianthus annuus,3000,diploid,2,6,3,3,0,0.5,3.0,1.5,1.5
EF-Tu,Hordeum vulgare,5100,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Lactuca sativa,2600,diploid,3,5,0,5,0,0.0,1.67,0.0,1.67
EF-Tu,Lotus japonicus,554,diploid,3,3,2,1,0,0.6667,1.0,0.67,0.33
EF-Tu,Lupinus angustifolius,924,diploid,3,7,4,3,0,0.5714,2.33,1.33,1.0
EF-Tu,Malus domestica,703,diploid,3,5,3,2,0,0.6,1.67,1.0,0.67
EF-Tu,Manihot esculenta,750,diploid,1,3,3,0,0,1.0,3.0,3.0,0.0
EF-Tu,Miscanthus sinensis,2080,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
EF-Tu,Musa acuminata,523,diploid,3,4,3,1,0,0.75,1.33,1.0,0.33
EF-Tu,Panicum miliaceum,835,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
EF-Tu,Paspalum notatum,513,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
EF-Tu,Phaseolus vulgaris,530,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
EF-Tu,Pisum sativum,4450,diploid,3,21,2,19,0,0.0952,7.0,0.67,6.33
EF-Tu,Populus deltoides,425,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
EF-Tu,Populus trichocarpa,480,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
EF-Tu,Prunus persica,272,diploid,3,1,1,0,0,1.0,0.33,0.33,0.0
EF-Tu,Rubus occidentalis,240,diploid,3,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Setaria viridis,397,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Solanum lycopersicum,824,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
EF-Tu,Solanum tuberosum,1653,tetraploid,2,2,1,1,0,0.5,1.0,0.5,0.5
EF-Tu,Sorghum bicolor,709,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Spinacia oleracea,989,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
EF-Tu,Thlaspi arvense,539,diploid,3,3,2,1,0,0.6667,1.0,0.67,0.33
EF-Tu,Vicia faba,11900,diploid,3,34,2,32,0,0.0588,11.33,0.67,10.67
EF-Tu,Vigna unguiculata,641,diploid,2,3,3,0,0,1.0,1.5,1.5,0.0
EF-Tu,Vitis vinifera,486,diploid,2,2,0,2,0,0.0,1.0,0.0,1.0
EF-Tu,Zea mays,2500,diploid,2,12,10,2,0,0.8333,6.0,5.0,1.0
RPB2,Aegilops tauschii,4200,diploid,2,2,1,1,0,0.5,1.0,0.5,0.5
RPB2,Arabidopsis thaliana,135,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Asparagus officinalis,1200,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
RPB2,Beta vulgaris,558,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Brachypodium distachyon,355,diploid,3,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Brassica napus,976,tetraploid,2,2,2,0,0,1.0,1.0,1.0,0.0
RPB2,Brassica rapa,353,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Camelina sativa,785,hexaploid,2,7,6,1,0,0.8571,3.5,3.0,0.5
RPB2,Ceratopteris richardii,7400,diploid,3,33,0,33,0,0.0,11.0,0.0,11.0
RPB2,Chenopodium quinoa,1300,tetraploid,2,2,2,0,0,1.0,1.0,1.0,0.0
RPB2,Cicer arietinum,740,diploid,2,4,4,0,0,1.0,2.0,2.0,0.0
RPB2,Corylus avellana,378,diploid,3,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Cucumis sativus,367,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Daucus carota,430,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Eleusine coracana,1100,tetraploid,2,6,6,0,0,1.0,3.0,3.0,0.0
RPB2,Eruca vesicaria,851,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Fragaria ananassa,806,octoploid,2,12,12,0,0,1.0,6.0,6.0,0.0
RPB2,Glycine max,1115,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
RPB2,Helianthus annuus,3000,diploid,1,1,0,1,0,0.0,1.0,0.0,1.0
RPB2,Hordeum vulgare,5100,diploid,2,1,0,1,0,0.0,0.5,0.0,0.5
RPB2,Lactuca sativa,2600,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Lotus japonicus,554,diploid,2,1,1,0,0,1.0,0.5,0.5,0.0
RPB2,Lupinus angustifolius,924,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Malus domestica,703,diploid,2,1,0,1,0,0.0,0.5,0.0,0.5
RPB2,Manihot esculenta,750,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Miscanthus sinensis,2080,diploid,2,4,2,2,0,0.5,2.0,1.0,1.0
RPB2,Musa acuminata,523,diploid,1,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Panicum miliaceum,835,diploid,2,2,2,0,0,1.0,1.0,1.0,0.0
RPB2,Paspalum notatum,513,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Phaseolus vulgaris,530,diploid,3,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Pisum sativum,4450,diploid,3,10,0,10,0,0.0,3.33,0.0,3.33
RPB2,Populus deltoides,425,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Populus trichocarpa,480,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Prunus persica,272,diploid,2,6,4,2,0,0.6667,3.0,2.0,1.0
RPB2,Rubus occidentalis,240,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
RPB2,Setaria viridis,397,diploid,2,0,0,0,0,0.0,0.0,0.0,0.0
