gene,species,genome_size_mb,ploidy,n_guides,total_ot,genic_ot,intergenic_ot,unannotated_ot,fraction_genic,total_ot_per_guide,genic_ot_per_guide,intergenic_ot_per_guide
ACT1,Vitis vinifera,486,diploid,9,602,259,343,0,0.4302,66.89,28.78,38.11
ACT1,Zea mays,2500,diploid,5,2110,149,1961,0,0.0706,422.0,29.8,392.2
APT3,Aegilops tauschii,4200,diploid,10,1460,107,1353,0,0.0733,146.0,10.7,135.3
APT3,Arabidopsis thaliana,135,diploid,15,334,214,120,0,0.6407,22.27,14.27,8.0
APT3,Asparagus officinalis,1200,diploid,12,2278,284,1994,0,0.1247,189.83,23.67,166.17
APT3,Beta vulgaris,558,diploid,20,1172,294,878,0,0.2509,58.6,14.7,43.9
APT3,Brachypodium distachyon,355,diploid,11,168,71,97,0,0.4226,15.27,6.45,8.82
APT3,Brassica napus,976,tetraploid,16,4899,1287,3612,0,0.2627,306.19,80.44,225.75
APT3,Brassica rapa,353,diploid,16,1999,808,1191,0,0.4042,124.94,50.5,74.44
APT3,Camelina sativa,785,hexaploid,15,1559,699,860,0,0.4484,103.93,46.6,57.33
APT3,Ceratopteris richardii,7400,diploid,13,7161,397,6764,0,0.0554,550.85,30.54,520.31
APT3,Chenopodium quinoa,1300,tetraploid,19,3355,710,2645,0,0.2116,176.58,37.37,139.21
APT3,Cicer arietinum,740,diploid,22,1807,434,1373,0,0.2402,82.14,19.73,62.41
APT3,Coffea canephora,569,diploid,21,1271,277,994,0,0.2179,60.52,13.19,47.33
APT3,Corylus avellana,378,diploid,17,669,187,482,0,0.2795,39.35,11.0,28.35
APT3,Cucumis sativus,367,diploid,20,780,296,484,0,0.3795,39.0,14.8,24.2
APT3,Daucus carota,430,diploid,20,2604,833,1771,0,0.3199,130.2,41.65,88.55
APT3,Eleusine coracana,1100,tetraploid,11,676,130,546,0,0.1923,61.45,11.82,49.64
APT3,Eruca vesicaria,851,diploid,16,2562,131,2431,0,0.0511,160.12,8.19,151.94
APT3,Fragaria ananassa,806,octoploid,16,1668,757,911,0,0.4538,104.25,47.31,56.94
APT3,Glycine max,1115,diploid,19,1955,524,1431,0,0.268,102.89,27.58,75.32
APT3,Gossypium hirsutum,2300,tetraploid,17,5230,755,4475,0,0.1444,307.65,44.41,263.24
APT3,Helianthus annuus,3000,diploid,16,4528,340,4188,0,0.0751,283.0,21.25,261.75
APT3,Hordeum vulgare,5100,diploid,12,2055,147,1908,0,0.0715,171.25,12.25,159.0
APT3,Lactuca sativa,2600,diploid,12,1760,148,1612,0,0.0841,146.67,12.33,134.33
APT3,Lotus japonicus,554,diploid,19,576,196,380,0,0.3403,30.32,10.32,20.0
APT3,Lupinus angustifolius,924,diploid,19,1335,337,998,0,0.2524,70.26,17.74,52.53
APT3,Malus domestica,703,diploid,21,3861,648,3213,0,0.1678,183.86,30.86,153.0
APT3,Manihot esculenta,750,diploid,16,358,132,226,0,0.3687,22.38,8.25,14.12
APT3,Miscanthus sinensis,2080,diploid,10,1635,152,1483,0,0.093,163.5,15.2,148.3
APT3,Musa acuminata,523,diploid,10,203,107,96,0,0.5271,20.3,10.7,9.6
APT3,Panicum miliaceum,835,diploid,12,564,109,455,0,0.1933,47.0,9.08,37.92
APT3,Paspalum notatum,513,diploid,11,515,80,435,0,0.1553,46.82,7.27,39.55
APT3,Phaseolus vulgaris,530,diploid,18,893,172,721,0,0.1926,49.61,9.56,40.06
APT3,Pisum sativum,4450,diploid,19,12353,164,12189,0,0.0133,650.16,8.63,641.53
APT3,Populus deltoides,425,diploid,21,3317,911,2406,0,0.2746,157.95,43.38,114.57
APT3,Populus trichocarpa,480,diploid,21,2984,855,2129,0,0.2865,142.1,40.71,101.38
APT3,Prunus persica,272,diploid,20,1264,380,884,0,0.3006,63.2,19.0,44.2
APT3,Rubus occidentalis,240,diploid,20,2832,639,2193,0,0.2256,141.6,31.95,109.65
APT3,Setaria viridis,397,diploid,11,318,64,254,0,0.2013,28.91,5.82,23.09
APT3,Solanum lycopersicum,824,diploid,19,4798,564,4234,0,0.1175,252.53,29.68,222.84
APT3,Solanum tuberosum,1653,tetraploid,21,6224,672,5552,0,0.108,296.38,32.0,264.38
APT3,Sorghum bicolor,709,diploid,8,305,38,267,0,0.1246,38.12,4.75,33.38
APT3,Spinacia oleracea,989,diploid,18,2341,464,1877,0,0.1982,130.06,25.78,104.28
APT3,Thlaspi arvense,539,diploid,16,1927,358,1569,0,0.1858,120.44,22.38,98.06
APT3,Vicia faba,11900,diploid,23,33241,360,32881,0,0.0108,1445.26,15.65,1429.61
APT3,Vigna unguiculata,641,diploid,17,629,165,464,0,0.2623,37.0,9.71,27.29
APT3,Vitis vinifera,486,diploid,18,2999,1218,1781,0,0.4061,166.61,67.67,98.94
APT3,Zea mays,2500,diploid,8,483,57,426,0,0.118,60.38,7.12,53.25
EF1a,Aegilops tauschii,4200,diploid,11,3595,250,3345,0,0.0695,326.82,22.73,304.09
EF1a,Arabidopsis thaliana,135,diploid,11,160,114,46,0,0.7125,14.55,10.36,4.18
EF1a,Asparagus officinalis,1200,diploid,9,1848,200,1648,0,0.1082,205.33,22.22,183.11
EF1a,Beta vulgaris,558,diploid,13,800,276,524,0,0.345,61.54,21.23,40.31
EF1a,Brachypodium distachyon,355,diploid,11,228,141,87,0,0.6184,20.73,12.82,7.91
EF1a,Brassica napus,976,tetraploid,11,1176,562,614,0,0.4779,106.91,51.09,55.82
EF1a,Brassica rapa,353,diploid,10,333,237,96,0,0.7117,33.3,23.7,9.6
EF1a,Camelina sativa,785,hexaploid,11,722,416,306,0,0.5762,65.64,37.82,27.82
EF1a,Ceratopteris richardii,7400,diploid,13,11890,478,11412,0,0.0402,914.62,36.77,877.85
EF1a,Chenopodium quinoa,1300,tetraploid,11,1179,396,783,0,0.3359,107.18,36.0,71.18
EF1a,Cicer arietinum,740,diploid,11,376,210,166,0,0.5585,34.18,19.09,15.09
EF1a,Coffea canephora,569,diploid,10,318,98,220,0,0.3082,31.8,9.8,22.0
EF1a,Corylus avellana,378,diploid,9,677,241,436,0,0.356,75.22,26.78,48.44
EF1a,Cucumis sativus,367,diploid,12,479,194,285,0,0.405,39.92,16.17,23.75
EF1a,Daucus carota,430,diploid,10,300,150,150,0,0.5,30.0,15.0,15.0
EF1a,Eleusine coracana,1100,tetraploid,11,868,244,624,0,0.2811,78.91,22.18,56.73
EF1a,Eruca vesicaria,851,diploid,10,528,68,460,0,0.1288,52.8,6.8,46.0
EF1a,Fragaria ananassa,806,octoploid,11,974,528,446,0,0.5421,88.55,48.0,40.55
EF1a,Glycine max,1115,diploid,13,1384,362,1022,0,0.2616,106.46,27.85,78.62
EF1a,Gossypium hirsutum,2300,tetraploid,11,2107,374,1733,0,0.1775,191.55,34.0,157.55
EF1a,Helianthus annuus,3000,diploid,14,3010,278,2732,0,0.0924,215.0,19.86,195.14
EF1a,Hordeum vulgare,5100,diploid,11,5553,221,5332,0,0.0398,504.82,20.09,484.73
EF1a,Lactuca sativa,2600,diploid,19,7569,443,7126,0,0.0585,398.37,23.32,375.05
EF1a,Lotus japonicus,554,diploid,12,387,205,182,0,0.5297,32.25,17.08,15.17
EF1a,Lupinus angustifolius,924,diploid,10,585,231,354,0,0.3949,58.5,23.1,35.4
EF1a,Malus domestica,703,diploid,11,457,206,251,0,0.4508,41.55,18.73,22.82
EF1a,Manihot esculenta,750,diploid,11,603,233,370,0,0.3864,54.82,21.18,33.64
EF1a,Miscanthus sinensis,2080,diploid,10,971,236,735,0,0.243,97.1,23.6,73.5
EF1a,Musa acuminata,523,diploid,9,558,150,408,0,0.2688,62.0,16.67,45.33
EF1a,Panicum miliaceum,835,diploid,11,817,236,581,0,0.2889,74.27,21.45,52.82
EF1a,Paspalum notatum,513,diploid,10,616,160,456,0,0.2597,61.6,16.0,45.6
EF1a,Phaseolus vulgaris,530,diploid,13,575,140,435,0,0.2435,44.23,10.77,33.46
EF1a,Pisum sativum,4450,diploid,13,8227,240,7987,0,0.0292,632.85,18.46,614.38
EF1a,Populus deltoides,425,diploid,9,350,155,195,0,0.4429,38.89,17.22,21.67
EF1a,Populus trichocarpa,480,diploid,9,315,139,176,0,0.4413,35.0,15.44,19.56
EF1a,Prunus persica,272,diploid,10,341,143,198,0,0.4194,34.1,14.3,19.8
EF1a,Rubus occidentalis,240,diploid,11,363,170,193,0,0.4683,33.0,15.45,17.55
EF1a,Setaria viridis,397,diploid,9,371,143,228,0,0.3854,41.22,15.89,25.33
EF1a,Solanum lycopersicum,824,diploid,10,639,180,459,0,0.2817,63.9,18.0,45.9
EF1a,Solanum tuberosum,1653,tetraploid,9,870,183,687,0,0.2103,96.67,20.33,76.33
EF1a,Sorghum bicolor,709,diploid,6,135,63,72,0,0.4667,22.5,10.5,12.0
EF1a,Spinacia oleracea,989,diploid,14,969,316,653,0,0.3261,69.21,22.57,46.64
EF1a,Thlaspi arvense,539,diploid,8,260,61,199,0,0.2346,32.5,7.62,24.88
EF1a,Vicia faba,11900,diploid,11,20141,204,19937,0,0.0101,1831.0,18.55,1812.45
EF1a,Vigna unguiculata,641,diploid,12,2470,218,2252,0,0.0883,205.83,18.17,187.67
EF1a,Vitis vinifera,486,diploid,10,434,174,260,0,0.4009,43.4,17.4,26.0
EF1a,Zea mays,2500,diploid,10,627,168,459,0,0.2679,62.7,16.8,45.9
HSP70,Aegilops tauschii,4200,diploid,9,11208,598,10610,0,0.0534,1245.33,66.44,1178.89
HSP70,Arabidopsis thaliana,135,diploid,10,446,378,68,0,0.8475,44.6,37.8,6.8
HSP70,Asparagus officinalis,1200,diploid,9,1574,477,1097,0,0.303,174.89,53.0,121.89
HSP70,Beta vulgaris,558,diploid,9,846,268,578,0,0.3168,94.0,29.78,64.22
HSP70,Brachypodium distachyon,355,diploid,9,833,391,442,0,0.4694,92.56,43.44,49.11
HSP70,Brassica napus,976,tetraploid,11,3084,1733,1351,0,0.5619,280.36,157.55,122.82
HSP70,Brassica rapa,353,diploid,11,1158,817,341,0,0.7055,105.27,74.27,31.0
HSP70,Camelina sativa,785,hexaploid,11,1977,1089,888,0,0.5508,179.73,99.0,80.73
HSP70,Ceratopteris richardii,7400,diploid,12,40657,1481,39176,0,0.0364,3388.08,123.42,3264.67
HSP70,Chenopodium quinoa,1300,tetraploid,12,4918,798,4120,0,0.1623,409.83,66.5,343.33
HSP70,Cicer arietinum,740,diploid,18,2691,770,1921,0,0.2861,149.5,42.78,106.72
HSP70,Coffea canephora,569,diploid,16,1940,637,1303,0,0.3284,121.25,39.81,81.44
HSP70,Corylus avellana,378,diploid,10,926,399,527,0,0.4309,92.6,39.9,52.7
HSP70,Cucumis sativus,367,diploid,20,3271,1357,1914,0,0.4149,163.55,67.85,95.7
HSP70,Daucus carota,430,diploid,15,1951,580,1371,0,0.2973,130.07,38.67,91.4
HSP70,Eleusine coracana,1100,tetraploid,9,2164,488,1676,0,0.2255,240.44,54.22,186.22
HSP70,Eruca vesicaria,851,diploid,11,4766,182,4584,0,0.0382,433.27,16.55,416.73
HSP70,Fragaria ananassa,806,octoploid,15,3167,1549,1618,0,0.4891,211.13,103.27,107.87
HSP70,Glycine max,1115,diploid,17,5068,1047,4021,0,0.2066,298.12,61.59,236.53
HSP70,Gossypium hirsutum,2300,tetraploid,18,24762,3455,21307,0,0.1395,1375.67,191.94,1183.72
HSP70,Helianthus annuus,3000,diploid,16,12530,722,11808,0,0.0576,783.12,45.12,738.0
HSP70,Hordeum vulgare,5100,diploid,9,9446,331,9115,0,0.035,1049.56,36.78,1012.78
HSP70,Lactuca sativa,2600,diploid,11,5553,487,5066,0,0.0877,504.82,44.27,460.55
HSP70,Lotus japonicus,554,diploid,13,3888,1051,2837,0,0.2703,299.08,80.85,218.23
HSP70,Lupinus angustifolius,924,diploid,13,3040,777,2263,0,0.2556,233.85,59.77,174.08
HSP70,Malus domestica,703,diploid,12,3271,592,2679,0,0.181,272.58,49.33,223.25
HSP70,Manihot esculenta,750,diploid,15,2620,887,1733,0,0.3385,174.67,59.13,115.53
HSP70,Miscanthus sinensis,2080,diploid,9,4935,830,4105,0,0.1682,548.33,92.22,456.11
HSP70,Musa acuminata,523,diploid,15,3053,684,2369,0,0.224,203.53,45.6,157.93
HSP70,Panicum miliaceum,835,diploid,9,2331,727,1604,0,0.3119,259.0,80.78,178.22
HSP70,Paspalum notatum,513,diploid,10,1046,382,664,0,0.3652,104.6,38.2,66.4
HSP70,Phaseolus vulgaris,530,diploid,13,3419,553,2866,0,0.1617,263.0,42.54,220.46
HSP70,Pisum sativum,4450,diploid,17,29542,653,28889,0,0.0221,1737.76,38.41,1699.35
HSP70,Populus deltoides,425,diploid,13,1234,469,765,0,0.3801,94.92,36.08,58.85
HSP70,Populus trichocarpa,480,diploid,16,2027,694,1333,0,0.3424,126.69,43.38,83.31
HSP70,Prunus persica,272,diploid,13,773,389,384,0,0.5032,59.46,29.92,29.54
HSP70,Rubus occidentalis,240,diploid,8,1179,548,631,0,0.4648,147.38,68.5,78.88
HSP70,Setaria viridis,397,diploid,9,1199,314,885,0,0.2619,133.22,34.89,98.33
HSP70,Solanum lycopersicum,824,diploid,12,2117,552,1565,0,0.2607,176.42,46.0,130.42
HSP70,Solanum tuberosum,1653,tetraploid,10,2797,494,2303,0,0.1766,279.7,49.4,230.3
HSP70,Sorghum bicolor,709,diploid,9,1991,488,1503,0,0.2451,221.22,54.22,167.0
HSP70,Spinacia oleracea,989,diploid,13,1441,453,988,0,0.3144,110.85,34.85,76.0
HSP70,Thlaspi arvense,539,diploid,12,1025,298,727,0,0.2907,85.42,24.83,60.58
HSP70,Vicia faba,11900,diploid,15,29549,590,28959,0,0.02,1969.93,39.33,1930.6
HSP70,Vigna unguiculata,641,diploid,15,1902,584,1318,0,0.307,126.8,38.93,87.87
HSP70,Vitis vinifera,486,diploid,11,1661,751,910,0,0.4521,151.0,68.27,82.73
HSP70,Zea mays,2500,diploid,10,4369,471,3898,0,0.1078,436.9,47.1,389.8
TUBA1,Aegilops tauschii,4200,diploid,6,689,111,578,0,0.1611,114.83,18.5,96.33
TUBA1,Arabidopsis thaliana,135,diploid,10,129,99,30,0,0.7674,12.9,9.9,3.0
TUBA1,Asparagus officinalis,1200,diploid,8,804,144,660,0,0.1791,100.5,18.0,82.5
TUBA1,Beta vulgaris,558,diploid,16,1312,412,900,0,0.314,82.0,25.75,56.25
TUBA1,Brachypodium distachyon,355,diploid,9,199,51,148,0,0.2563,22.11,5.67,16.44
TUBA1,Brassica napus,976,tetraploid,16,3454,1227,2227,0,0.3552,215.88,76.69,139.19
TUBA1,Brassica rapa,353,diploid,14,673,320,353,0,0.4755,48.07,22.86,25.21
TUBA1,Camelina sativa,785,hexaploid,11,544,284,260,0,0.5221,49.45,25.82,23.64
TUBA1,Ceratopteris richardii,7400,diploid,11,7563,401,7162,0,0.053,687.55,36.45,651.09
TUBA1,Chenopodium quinoa,1300,tetraploid,16,3795,923,2872,0,0.2432,237.19,57.69,179.5
TUBA1,Cicer arietinum,740,diploid,21,2599,743,1856,0,0.2859,123.76,35.38,88.38
TUBA1,Coffea canephora,569,diploid,13,595,141,454,0,0.237,45.77,10.85,34.92
TUBA1,Corylus avellana,378,diploid,15,1073,364,709,0,0.3392,71.53,24.27,47.27
TUBA1,Cucumis sativus,367,diploid,11,178,107,71,0,0.6011,16.18,9.73,6.45
TUBA1,Daucus carota,430,diploid,13,916,305,611,0,0.333,70.46,23.46,47.0
TUBA1,Eleusine coracana,1100,tetraploid,10,4557,170,4387,0,0.0373,455.7,17.0,438.7
TUBA1,Eruca vesicaria,851,diploid,16,3669,111,3558,0,0.0303,229.31,6.94,222.38
TUBA1,Fragaria ananassa,806,octoploid,12,1640,854,786,0,0.5207,136.67,71.17,65.5
TUBA1,Glycine max,1115,diploid,12,1035,390,645,0,0.3768,86.25,32.5,53.75
TUBA1,Gossypium hirsutum,2300,tetraploid,13,3023,571,2452,0,0.1889,232.54,43.92,188.62
TUBA1,Helianthus annuus,3000,diploid,15,5420,453,4967,0,0.0836,361.33,30.2,331.13
TUBA1,Hordeum vulgare,5100,diploid,7,778,97,681,0,0.1247,111.14,13.86,97.29
TUBA1,Lactuca sativa,2600,diploid,17,6066,609,5457,0,0.1004,356.82,35.82,321.0
TUBA1,Lotus japonicus,554,diploid,13,1592,424,1168,0,0.2663,122.46,32.62,89.85
TUBA1,Lupinus angustifolius,924,diploid,12,823,248,575,0,0.3013,68.58,20.67,47.92
TUBA1,Malus domestica,703,diploid,16,1415,446,969,0,0.3152,88.44,27.88,60.56
TUBA1,Manihot esculenta,750,diploid,15,1854,506,1348,0,0.2729,123.6,33.73,89.87
TUBA1,Miscanthus sinensis,2080,diploid,8,948,159,789,0,0.1677,118.5,19.88,98.62
TUBA1,Musa acuminata,523,diploid,8,133,89,44,0,0.6692,16.62,11.12,5.5
TUBA1,Panicum miliaceum,835,diploid,6,279,101,178,0,0.362,46.5,16.83,29.67
TUBA1,Paspalum notatum,513,diploid,6,308,118,190,0,0.3831,51.33,19.67,31.67
TUBA1,Phaseolus vulgaris,530,diploid,8,273,112,161,0,0.4103,34.12,14.0,20.12
TUBA1,Pisum sativum,4450,diploid,17,9662,417,9245,0,0.0432,568.35,24.53,543.82
TUBA1,Populus deltoides,425,diploid,13,728,385,343,0,0.5288,56.0,29.62,26.38
TUBA1,Populus trichocarpa,480,diploid,13,658,340,318,0,0.5167,50.62,26.15,24.46
TUBA1,Prunus persica,272,diploid,16,649,366,283,0,0.5639,40.56,22.88,17.69
TUBA1,Rubus occidentalis,240,diploid,8,126,85,41,0,0.6746,15.75,10.62,5.12
TUBA1,Setaria viridis,397,diploid,12,482,139,343,0,0.2884,40.17,11.58,28.58
TUBA1,Solanum lycopersicum,824,diploid,14,971,223,748,0,0.2297,69.36,15.93,53.43
TUBA1,Solanum tuberosum,1653,tetraploid,17,2364,517,1847,0,0.2187,139.06,30.41,108.65
TUBA1,Sorghum bicolor,709,diploid,8,196,76,120,0,0.3878,24.5,9.5,15.0
TUBA1,Spinacia oleracea,989,diploid,15,1188,382,806,0,0.3215,79.2,25.47,53.73
TUBA1,Thlaspi arvense,539,diploid,13,194,89,105,0,0.4588,14.92,6.85,8.08
TUBA1,Vicia faba,11900,diploid,15,23153,356,22797,0,0.0154,1543.53,23.73,1519.8
TUBA1,Vigna unguiculata,641,diploid,7,469,128,341,0,0.2729,67.0,18.29,48.71
TUBA1,Vitis vinifera,486,diploid,13,989,477,512,0,0.4823,76.08,36.69,39.38
TUBA1,Zea mays,2500,diploid,8,1085,86,999,0,0.0793,135.62,10.75,124.88
Histone H4,Aegilops tauschii,4200,diploid,3,358,156,202,0,0.4358,119.33,52.0,67.33
Histone H4,Arabidopsis thaliana,135,diploid,7,73,58,15,0,0.7945,10.43,8.29,2.14
Histone H4,Asparagus officinalis,1200,diploid,3,87,40,47,0,0.4598,29.0,13.33,15.67
Histone H4,Beta vulgaris,558,diploid,12,1004,338,666,0,0.3367,83.67,28.17,55.5
Histone H4,Brachypodium distachyon,355,diploid,3,79,54,25,0,0.6835,26.33,18.0,8.33
Histone H4,Brassica napus,976,tetraploid,7,483,282,201,0,0.5839,69.0,40.29,28.71
Histone H4,Brassica rapa,353,diploid,6,175,134,41,0,0.7657,29.17,22.33,6.83
Histone H4,Camelina sativa,785,hexaploid,7,268,191,77,0,0.7127,38.29,27.29,11.0
Histone H4,Ceratopteris richardii,7400,diploid,8,2078,216,1862,0,0.1039,259.75,27.0,232.75
Histone H4,Chenopodium quinoa,1300,tetraploid,8,1447,467,980,0,0.3227,180.88,58.38,122.5
Histone H4,Cicer arietinum,740,diploid,12,863,255,608,0,0.2955,71.92,21.25,50.67
Histone H4,Coffea canephora,569,diploid,3,61,29,32,0,0.4754,20.33,9.67,10.67
Histone H4,Corylus avellana,378,diploid,7,82,52,30,0,0.6341,11.71,7.43,4.29
Histone H4,Cucumis sativus,367,diploid,8,346,152,194,0,0.4393,43.25,19.0,24.25
Histone H4,Daucus carota,430,diploid,8,259,144,115,0,0.556,32.38,18.0,14.38
Histone H4,Eleusine coracana,1100,tetraploid,3,141,89,52,0,0.6312,47.0,29.67,17.33
Histone H4,Eruca vesicaria,851,diploid,8,348,45,303,0,0.1293,43.5,5.62,37.88
Histone H4,Fragaria ananassa,806,octoploid,7,917,520,397,0,0.5671,131.0,74.29,56.71
Histone H4,Glycine max,1115,diploid,8,801,216,585,0,0.2697,100.12,27.0,73.12
Histone H4,Gossypium hirsutum,2300,tetraploid,6,593,180,413,0,0.3035,98.83,30.0,68.83
Histone H4,Helianthus annuus,3000,diploid,10,4019,471,3548,0,0.1172,401.9,47.1,354.8
Histone H4,Hordeum vulgare,5100,diploid,3,581,177,404,0,0.3046,193.67,59.0,134.67
Histone H4,Lactuca sativa,2600,diploid,8,1743,197,1546,0,0.113,217.88,24.62,193.25
Histone H4,Lotus japonicus,554,diploid,5,200,69,131,0,0.345,40.0,13.8,26.2
Histone H4,Lupinus angustifolius,924,diploid,11,1653,445,1208,0,0.2692,150.27,40.45,109.82
Histone H4,Malus domestica,703,diploid,6,170,77,93,0,0.4529,28.33,12.83,15.5
Histone H4,Manihot esculenta,750,diploid,6,269,90,179,0,0.3346,44.83,15.0,29.83
Histone H4,Miscanthus sinensis,2080,diploid,3,236,102,134,0,0.4322,78.67,34.0,44.67
Histone H4,Musa acuminata,523,diploid,4,104,61,43,0,0.5865,26.0,15.25,10.75
Histone H4,Panicum miliaceum,835,diploid,3,115,68,47,0,0.5913,38.33,22.67,15.67
Histone H4,Paspalum notatum,513,diploid,3,68,47,21,0,0.6912,22.67,15.67,7.0
Histone H4,Phaseolus vulgaris,530,diploid,6,136,58,78,0,0.4265,22.67,9.67,13.0
Histone H4,Pisum sativum,4450,diploid,9,2612,191,2421,0,0.0731,290.22,21.22,269.0
Histone H4,Populus deltoides,425,diploid,4,223,91,132,0,0.4081,55.75,22.75,33.0
Histone H4,Populus trichocarpa,480,diploid,5,175,81,94,0,0.4629,35.0,16.2,18.8
Histone H4,Prunus persica,272,diploid,6,101,56,45,0,0.5545,16.83,9.33,7.5
Histone H4,Rubus occidentalis,240,diploid,5,90,32,58,0,0.3556,18.0,6.4,11.6
Histone H4,Setaria viridis,397,diploid,3,57,39,18,0,0.6842,19.0,13.0,6.0
Histone H4,Solanum lycopersicum,824,diploid,8,489,176,313,0,0.3599,61.12,22.0,39.12
Histone H4,Solanum tuberosum,1653,tetraploid,5,466,137,329,0,0.294,93.2,27.4,65.8
Histone H4,Sorghum bicolor,709,diploid,3,82,51,31,0,0.622,27.33,17.0,10.33
Histone H4,Spinacia oleracea,989,diploid,7,335,129,206,0,0.3851,47.86,18.43,29.43
Histone H4,Thlaspi arvense,539,diploid,6,86,24,62,0,0.2791,14.33,4.0,10.33
Histone H4,Vicia faba,11900,diploid,7,2150,177,1973,0,0.0823,307.14,25.29,281.86
Histone H4,Vigna unguiculata,641,diploid,12,730,253,477,0,0.3466,60.83,21.08,39.75
Histone H4,Vitis vinifera,486,diploid,5,77,30,47,0,0.3896,15.4,6.0,9.4
Histone H4,Zea mays,2500,diploid,4,303,83,220,0,0.2739,75.75,20.75,55.0
