gene,species,genome_size_mb,ploidy,found_in_genome,needs_manual_recovery,n_guides,ot_total,ot_per_guide,ot_mm0,ot_mm1,ot_mm2,ot_mm3,ot_mm4,ot_genic,ot_intergenic
ACT1,Sorghum bicolor,709,diploid,True,False,11,335,30.45,0,6,16,51,262,155,180
ACT1,Spinacia oleracea,989,diploid,True,False,7,137,19.57,0,0,9,43,85,74,63
ACT1,Thlaspi arvense,539,diploid,True,False,9,152,16.89,0,11,13,25,103,80,72
ACT1,Vicia faba,11900,diploid,True,False,7,10716,1530.86,0,4,34,820,9858,98,10618
ACT1,Vigna unguiculata,641,diploid,True,False,7,220,31.43,0,2,10,26,182,71,149
ACT1,Vitis vinifera,486,diploid,True,False,7,351,50.14,2,5,18,31,295,135,216
ACT1,Zea mays,2500,diploid,True,False,11,2390,217.27,11,37,45,176,2121,324,2066
ACT1,brassica rapa,353,diploid,True,False,8,180,22.5,1,20,41,41,77,158,22
ACT1,musa acuminata,523,diploid,True,False,7,295,42.14,5,15,50,67,158,213,82
APT3,Aegilops tauschii,4200,diploid,True,False,8,931,116.38,0,0,4,37,890,91,840
APT3,Arabidopsis thaliana,135,diploid,True,False,6,79,13.17,0,0,4,12,63,58,21
APT3,Asparagus officinalis,1200,diploid,True,False,10,1392,139.2,0,0,22,124,1246,190,1202
APT3,Beta vulgaris,558,diploid,True,False,4,122,30.5,0,1,3,11,107,31,91
APT3,Brachypodium distachyon,355,diploid,True,False,8,108,13.5,0,0,0,8,100,50,58
APT3,Brassica napus,976,tetraploid,True,False,4,340,85.0,0,2,8,59,271,130,210
APT3,Camelina sativa,785,hexaploid,True,False,5,599,119.8,10,0,8,41,540,140,459
APT3,Ceratopteris richardii,7400,diploid,True,False,9,2316,257.33,13,10,128,297,1868,132,2184
APT3,Chenopodium quinoa,1300,tetraploid,True,False,3,153,51.0,1,2,16,16,118,39,114
APT3,Cicer arietinum,740,diploid,True,False,8,128,16.0,0,2,5,14,107,52,76
APT3,Coffea canephora,569,diploid,True,False,6,174,29.0,0,0,1,13,160,53,121
APT3,Corylus avellana,378,diploid,True,False,7,263,37.57,0,0,7,38,218,58,205
APT3,Cucumis sativus,367,diploid,True,False,5,71,14.2,0,0,4,8,59,35,36
APT3,Daucus carota,430,diploid,True,False,4,124,31.0,0,0,2,8,114,50,74
APT3,Eleusine coracana,1100,tetraploid,True,False,14,1267,90.5,6,8,17,154,1082,368,899
APT3,Eruca vesicaria,851,diploid,True,False,4,302,75.5,3,1,3,24,271,10,292
APT3,Fragaria ananassa,806,octoploid,True,False,8,345,43.12,23,1,4,34,283,180,165
APT3,Glycine max,1115,diploid,True,False,7,363,51.86,19,30,9,35,270,99,264
APT3,Gossypium hirsutum,2300,tetraploid,True,False,6,647,107.83,4,2,7,53,581,120,527
APT3,Helianthus annuus,3000,diploid,True,False,6,1176,196.0,5,9,10,42,1110,89,1087
APT3,Hordeum vulgare,5100,diploid,True,False,9,775,86.11,9,0,6,51,709,67,708
APT3,Lactuca sativa,2600,diploid,True,False,8,355,44.38,0,0,6,28,321,40,315
APT3,Lotus japonicus,554,diploid,True,False,8,208,26.0,0,0,0,13,195,76,132
APT3,Lupinus angustifolius,924,diploid,True,False,6,281,46.83,0,0,2,25,254,69,212
APT3,Malus domestica,703,diploid,True,False,9,561,62.33,1,2,14,63,481,167,394
APT3,Manihot esculenta,750,diploid,True,False,7,42,6.0,3,2,2,5,30,27,15
APT3,Miscanthus sinensis,2080,diploid,True,False,11,2477,225.18,3,6,29,243,2196,155,2322
APT3,Panicum miliaceum,835,diploid,True,False,9,408,45.33,5,2,2,29,370,72,336
APT3,Paspalum notatum,513,diploid,True,False,7,421,60.14,0,0,7,92,322,65,356
APT3,Phaseolus vulgaris,530,diploid,True,False,6,121,20.17,0,0,2,11,108,37,84
APT3,Pisum sativum,4450,diploid,True,False,7,2915,416.43,0,0,17,1135,1763,38,2877
APT3,Populus deltoides,425,diploid,True,False,6,232,38.67,0,0,3,20,209,82,150
APT3,Populus trichocarpa,480,diploid,True,False,6,174,29.0,0,0,1,14,159,68,106
APT3,Prunus persica,272,diploid,True,False,8,424,53.0,7,1,3,23,390,76,348
APT3,Rubus occidentalis,240,diploid,True,False,10,236,23.6,0,0,4,30,202,96,140
APT3,Setaria viridis,397,diploid,True,False,9,189,21.0,0,0,3,10,176,64,125
APT3,Solanum lycopersicum,824,diploid,True,False,5,815,163.0,0,0,16,116,683,115,700
APT3,Solanum tuberosum,1653,tetraploid,True,False,5,884,176.8,2,1,12,82,787,131,753
APT3,Sorghum bicolor,709,diploid,True,False,11,488,44.36,0,0,5,54,429,145,343
APT3,Spinacia oleracea,989,diploid,True,False,4,72,18.0,0,0,1,5,66,23,49
APT3,Thlaspi arvense,539,diploid,True,False,6,142,23.67,0,0,1,19,122,38,104
APT3,Vicia faba,11900,diploid,True,False,5,1254,250.8,0,0,0,35,1219,13,1241
APT3,Vigna unguiculata,641,diploid,True,False,7,167,23.86,0,0,2,12,153,43,124
APT3,Vitis vinifera,486,diploid,True,False,6,242,40.33,0,1,2,29,210,94,148
APT3,Zea mays,2500,diploid,True,False,12,758,63.17,3,5,14,65,671,135,623
APT3,brassica rapa,353,diploid,True,False,4,122,30.5,0,0,2,21,99,73,49
APT3,musa acuminata,523,diploid,True,False,14,332,23.71,3,5,20,33,271,178,154
EF1a,Aegilops tauschii,4200,diploid,True,False,15,2415,161.0,33,17,27,162,2176,317,2098
EF1a,Arabidopsis thaliana,135,diploid,True,False,12,93,7.75,30,5,2,6,50,81,12
EF1a,Asparagus officinalis,1200,diploid,True,False,14,362,25.86,0,1,10,44,307,77,285
EF1a,Beta vulgaris,558,diploid,True,False,12,398,33.17,20,29,8,113,228,136,262
EF1a,Brachypodium distachyon,355,diploid,True,False,15,308,20.53,48,15,4,25,216,177,131
EF1a,Brassica napus,976,tetraploid,True,False,13,662,50.92,46,180,60,109,267,453,209
EF1a,Camelina sativa,785,hexaploid,True,False,11,535,48.64,152,42,5,27,309,311,224
EF1a,Ceratopteris richardii,7400,diploid,True,False,12,2507,208.92,2,25,76,326,2078,204,2303
EF1a,Chenopodium quinoa,1300,tetraploid,True,False,11,459,41.73,7,8,59,88,297,215,244
EF1a,Cicer arietinum,740,diploid,True,False,11,178,16.18,11,27,23,26,91,131,47
EF1a,Coffea canephora,569,diploid,True,False,15,273,18.2,11,13,4,28,217,82,191
EF1a,Corylus avellana,378,diploid,True,False,15,264,17.6,5,15,16,36,192,149,115
EF1a,Cucumis sativus,367,diploid,True,False,9,70,7.78,0,4,8,10,48,45,25
EF1a,Daucus carota,430,diploid,True,False,11,170,15.45,2,10,12,29,117,104,66
EF1a,Eleusine coracana,1100,tetraploid,True,False,11,571,51.91,45,53,42,54,377,241,330
EF1a,Eruca vesicaria,851,diploid,True,False,12,2188,182.33,56,27,9,933,1163,73,2115
EF1a,Fragaria ananassa,806,octoploid,True,False,14,707,50.5,103,18,39,163,384,347,360
EF1a,Glycine max,1115,diploid,True,False,12,692,57.67,13,20,118,163,378,160,532
EF1a,Gossypium hirsutum,2300,tetraploid,True,False,13,970,74.62,89,73,53,116,639,286,684
EF1a,Helianthus annuus,3000,diploid,True,False,12,1580,131.67,1,8,26,254,1291,144,1436
EF1a,Hordeum vulgare,5100,diploid,True,False,14,5783,413.07,56,69,49,375,5234,277,5506
EF1a,Lactuca sativa,2600,diploid,True,False,7,1419,202.71,0,3,12,191,1213,94,1325
EF1a,Lotus japonicus,554,diploid,True,False,10,222,22.2,5,20,15,21,161,124,98
EF1a,Lupinus angustifolius,924,diploid,True,False,10,375,37.5,23,39,19,20,274,137,238
EF1a,Malus domestica,703,diploid,True,False,14,350,25.0,43,18,18,30,241,175,175
EF1a,Manihot esculenta,750,diploid,True,False,14,386,27.57,23,25,11,48,279,142,244
EF1a,Miscanthus sinensis,2080,diploid,True,False,14,2707,193.36,69,41,28,412,2157,482,2225
EF1a,Panicum miliaceum,835,diploid,True,False,13,682,52.46,91,44,11,38,498,254,428
EF1a,Paspalum notatum,513,diploid,True,False,13,656,50.46,43,21,20,53,519,195,461
EF1a,Phaseolus vulgaris,530,diploid,True,False,14,296,21.14,2,5,12,31,246,81,215
EF1a,Pisum sativum,4450,diploid,True,False,8,7377,922.12,14,10,19,156,7178,59,7318
EF1a,Populus deltoides,425,diploid,True,False,17,275,16.18,29,52,33,27,134,178,97
EF1a,Populus trichocarpa,480,diploid,True,False,16,267,16.69,51,35,19,12,150,169,98
EF1a,Prunus persica,272,diploid,True,False,15,221,14.73,21,18,6,23,153,130,91
EF1a,Rubus occidentalis,240,diploid,True,False,11,174,15.82,17,9,21,6,121,113,61
EF1a,Setaria viridis,397,diploid,True,False,14,381,27.21,60,46,17,24,234,227,154
EF1a,Solanum lycopersicum,824,diploid,True,False,13,371,28.54,21,16,28,68,238,105,266
EF1a,Solanum tuberosum,1653,tetraploid,True,False,8,357,44.62,0,8,14,39,296,79,278
EF1a,Sorghum bicolor,709,diploid,True,False,16,386,24.12,0,0,23,53,310,205,181
EF1a,Spinacia oleracea,989,diploid,True,False,11,438,39.82,68,15,10,31,314,165,273
EF1a,Thlaspi arvense,539,diploid,True,False,12,265,22.08,14,19,2,16,214,47,218
EF1a,Vicia faba,11900,diploid,True,False,9,14973,1663.67,14,21,116,976,13846,80,14893
EF1a,Vigna unguiculata,641,diploid,True,False,11,224,20.36,8,4,17,29,166,83,141
EF1a,Vitis vinifera,486,diploid,True,False,13,405,31.15,19,16,36,62,272,191,214
EF1a,Zea mays,2500,diploid,True,False,13,1231,94.69,55,29,33,74,1040,308,923
EF1a,brassica rapa,353,diploid,True,False,10,225,22.5,46,17,13,22,127,170,55
EF1a,musa acuminata,523,diploid,True,False,13,357,27.46,1,8,25,42,281,187,170
HSP70,Aegilops tauschii,4200,diploid,True,False,8,9673,1209.12,15,9,95,1822,7732,758,8915
HSP70,Arabidopsis thaliana,135,diploid,True,False,5,120,24.0,2,6,7,20,85,106,14
HSP70,Asparagus officinalis,1200,diploid,True,False,6,1245,207.5,7,20,25,173,1020,201,1044
HSP70,Beta vulgaris,558,diploid,True,False,8,318,39.75,0,4,6,57,251,122,196
HSP70,Brachypodium distachyon,355,diploid,True,False,10,660,66.0,2,7,21,98,532,391,269
HSP70,Brassica napus,976,tetraploid,True,False,4,688,172.0,27,14,21,87,539,414,274
HSP70,Camelina sativa,785,hexaploid,True,False,5,621,124.2,43,36,53,79,410,320,301
HSP70,Ceratopteris richardii,7400,diploid,True,False,1,0,0.0,0,0,0,0,0,0,0
HSP70,Chenopodium quinoa,1300,tetraploid,True,False,3,514,171.33,3,6,20,76,409,164,350
HSP70,Cicer arietinum,740,diploid,True,False,5,370,74.0,5,0,5,55,305,125,245
HSP70,Coffea canephora,569,diploid,True,False,3,228,76.0,0,0,6,37,185,90,138
HSP70,Corylus avellana,378,diploid,True,False,7,267,38.14,0,0,8,44,215,147,120
HSP70,Cucumis sativus,367,diploid,True,False,4,145,36.25,0,0,7,22,116,70,75
HSP70,Daucus carota,430,diploid,True,False,5,230,46.0,2,9,9,31,179,126,104
HSP70,Eleusine coracana,1100,tetraploid,True,False,6,2806,467.67,14,7,86,781,1918,533,2273
HSP70,Eruca vesicaria,851,diploid,True,False,5,946,189.2,16,17,23,522,368,60,886
HSP70,Fragaria ananassa,806,octoploid,True,False,5,735,147.0,9,9,14,124,579,482,253
HSP70,Glycine max,1115,diploid,True,False,5,656,131.2,0,9,14,74,559,217,439
HSP70,Gossypium hirsutum,2300,tetraploid,True,False,2,699,349.5,0,0,14,106,579,174,525
HSP70,Helianthus annuus,3000,diploid,True,False,6,2762,460.33,0,2,74,579,2107,146,2616
HSP70,Hordeum vulgare,5100,diploid,True,False,9,3682,409.11,9,10,22,290,3351,112,3570
HSP70,Lactuca sativa,2600,diploid,True,False,6,2084,347.33,9,3,82,389,1601,174,1910
HSP70,Lotus japonicus,554,diploid,True,False,4,1047,261.75,0,1,31,172,843,311,736
HSP70,Lupinus angustifolius,924,diploid,True,False,6,506,84.33,3,4,18,62,419,175,331
HSP70,Malus domestica,703,diploid,True,False,6,266,44.33,0,2,10,22,232,89,177
HSP70,Manihot esculenta,750,diploid,True,False,5,641,128.2,1,4,9,69,558,181,460
HSP70,Miscanthus sinensis,2080,diploid,True,False,8,5406,675.75,14,12,142,804,4434,1175,4231
HSP70,Panicum miliaceum,835,diploid,True,False,8,2815,351.88,25,21,51,326,2392,1053,1762
HSP70,Paspalum notatum,513,diploid,True,False,9,742,82.44,0,7,6,91,638,315,427
HSP70,Phaseolus vulgaris,530,diploid,True,False,7,571,81.57,0,2,9,121,439,204,367
HSP70,Pisum sativum,4450,diploid,True,False,4,2892,723.0,6,5,13,152,2716,91,2801
HSP70,Populus deltoides,425,diploid,True,False,5,161,32.2,2,6,9,30,114,105,56
HSP70,Populus trichocarpa,480,diploid,True,False,5,188,37.6,0,1,12,33,142,94,94
HSP70,Prunus persica,272,diploid,True,False,6,146,24.33,0,1,5,17,123,69,77
HSP70,Rubus occidentalis,240,diploid,True,False,10,1401,140.1,1,1,44,261,1094,857,544
HSP70,Setaria viridis,397,diploid,True,False,6,1020,170.0,4,6,22,166,822,347,673
HSP70,Solanum lycopersicum,824,diploid,True,False,7,644,92.0,0,0,14,69,561,110,534
HSP70,Solanum tuberosum,1653,tetraploid,True,False,9,938,104.22,0,2,18,104,814,188,750
HSP70,Sorghum bicolor,709,diploid,True,False,8,4304,538.0,5,29,416,975,2879,826,3478
HSP70,Spinacia oleracea,989,diploid,True,False,4,952,238.0,0,1,30,68,853,135,817
HSP70,Thlaspi arvense,539,diploid,True,False,5,606,121.2,4,4,16,259,323,97,509
HSP70,Vicia faba,11900,diploid,True,False,4,4066,1016.5,5,8,89,421,3543,78,3988
HSP70,Vigna unguiculata,641,diploid,True,False,8,589,73.62,0,1,12,57,519,178,411
HSP70,Vitis vinifera,486,diploid,True,False,7,447,63.86,0,0,16,96,335,214,233
HSP70,Zea mays,2500,diploid,True,False,7,4577,653.86,2,24,40,682,3829,716,3861
HSP70,brassica rapa,353,diploid,True,False,4,233,58.25,9,11,9,37,167,198,35
HSP70,musa acuminata,523,diploid,True,False,4,336,84.0,0,3,9,46,278,154,182
TUBA1,Aegilops tauschii,4200,diploid,True,False,14,6764,483.14,2,12,46,542,6162,753,6011
TUBA1,Arabidopsis thaliana,135,diploid,True,False,11,150,13.64,0,0,9,29,112,117,33
TUBA1,Asparagus officinalis,1200,diploid,True,False,13,788,60.62,0,7,16,119,646,262,526
TUBA1,Beta vulgaris,558,diploid,True,False,6,346,57.67,0,4,6,43,293,133,213
TUBA1,Brachypodium distachyon,355,diploid,True,False,11,230,20.91,0,0,10,34,186,126,104
TUBA1,Brassica napus,976,tetraploid,True,False,9,1838,204.22,26,34,78,289,1411,897,941
TUBA1,Camelina sativa,785,hexaploid,True,False,13,774,59.54,3,9,35,157,570,468,306
TUBA1,Ceratopteris richardii,7400,diploid,True,False,14,15333,1095.21,16,19,110,3368,11820,683,14650
TUBA1,Chenopodium quinoa,1300,tetraploid,True,False,6,974,162.33,0,9,22,122,821,450,524
TUBA1,Cicer arietinum,740,diploid,True,False,6,322,53.67,0,1,12,44,265,150,172
TUBA1,Coffea canephora,569,diploid,True,False,11,256,23.27,2,3,12,36,203,104,152
TUBA1,Corylus avellana,378,diploid,True,False,10,381,38.1,0,6,20,93,262,156,225
TUBA1,Cucumis sativus,367,diploid,True,False,13,186,14.31,0,6,3,29,148,133,53
TUBA1,Daucus carota,430,diploid,True,False,9,273,30.33,4,8,23,32,206,153,120
TUBA1,Eleusine coracana,1100,tetraploid,True,False,11,799,72.64,4,15,29,123,628,192,607
TUBA1,Eruca vesicaria,851,diploid,True,False,8,941,117.62,2,7,33,202,697,85,856
TUBA1,Fragaria ananassa,806,octoploid,True,False,9,1003,111.44,35,21,35,239,673,625,378
TUBA1,Glycine max,1115,diploid,True,False,13,1354,104.15,14,36,34,97,1173,409,945
TUBA1,Gossypium hirsutum,2300,tetraploid,True,False,7,1802,257.43,11,70,85,525,1111,445,1357
TUBA1,Helianthus annuus,3000,diploid,True,False,10,2493,249.3,1,20,103,398,1971,273,2220
TUBA1,Hordeum vulgare,5100,diploid,True,False,15,13957,930.47,31,9,63,634,13220,650,13307
TUBA1,Lactuca sativa,2600,diploid,True,False,7,1710,244.29,8,29,60,188,1425,243,1467
TUBA1,Lotus japonicus,554,diploid,True,False,9,740,82.22,0,4,14,85,637,279,461
TUBA1,Lupinus angustifolius,924,diploid,True,False,11,585,53.18,0,16,38,128,403,200,385
TUBA1,Malus domestica,703,diploid,True,False,10,780,78.0,2,7,13,148,610,249,531
TUBA1,Manihot esculenta,750,diploid,True,False,9,458,50.89,7,9,29,70,343,234,224
TUBA1,Miscanthus sinensis,2080,diploid,True,False,13,2255,173.46,6,13,45,238,1953,357,1898
TUBA1,Panicum miliaceum,835,diploid,True,False,16,1692,105.75,5,21,32,180,1454,642,1050
TUBA1,Paspalum notatum,513,diploid,True,False,15,1130,75.33,0,9,34,128,959,372,758
TUBA1,Phaseolus vulgaris,530,diploid,True,False,11,325,29.55,0,4,12,46,263,116,209
TUBA1,Pisum sativum,4450,diploid,True,False,10,2879,287.9,2,6,77,279,2515,142,2737
TUBA1,Populus deltoides,425,diploid,True,False,12,764,63.67,10,14,38,80,622,263,501
TUBA1,Populus trichocarpa,480,diploid,True,False,12,636,53.0,7,9,26,69,525,237,399
TUBA1,Prunus persica,272,diploid,True,False,9,247,27.44,2,1,12,32,200,149,98
TUBA1,Rubus occidentalis,240,diploid,True,False,16,463,28.94,0,9,22,38,394,176,287
TUBA1,Setaria viridis,397,diploid,True,False,12,388,32.33,0,1,2,52,333,141,247
TUBA1,Solanum lycopersicum,824,diploid,True,False,9,774,86.0,0,3,24,257,490,126,648
TUBA1,Solanum tuberosum,1653,tetraploid,True,False,7,529,75.57,0,0,14,88,427,158,371
TUBA1,Sorghum bicolor,709,diploid,True,False,13,680,52.31,0,11,31,87,551,189,491
TUBA1,Spinacia oleracea,989,diploid,True,False,8,507,63.38,0,6,14,72,415,172,335
TUBA1,Thlaspi arvense,539,diploid,True,False,9,515,57.22,3,7,11,75,419,145,370
TUBA1,Vicia faba,11900,diploid,True,False,9,9474,1052.67,0,10,75,857,8532,112,9362
TUBA1,Vigna unguiculata,641,diploid,True,False,14,845,60.36,1,9,30,70,735,235,610
TUBA1,Vitis vinifera,486,diploid,True,False,7,341,48.71,0,6,13,54,268,170,171
TUBA1,Zea mays,2500,diploid,True,False,14,3925,280.36,8,17,30,141,3729,248,3677
TUBA1,brassica rapa,353,diploid,True,False,10,585,58.5,11,19,28,94,433,390,195
TUBA1,musa acuminata,523,diploid,True,False,16,443,27.69,3,13,18,79,330,300,143
Histone H4,Aegilops tauschii,4200,diploid,True,False,11,14102,1282.0,127,164,103,4070,9638,1277,12825
Histone H4,Arabidopsis thaliana,135,diploid,True,False,6,48,8.0,8,1,13,10,16,46,2
Histone H4,Asparagus officinalis,1200,diploid,True,False,12,1068,89.0,21,8,15,38,986,144,924
Histone H4,Beta vulgaris,558,diploid,True,False,3,100,33.33,7,13,5,10,65,40,60
Histone H4,Brachypodium distachyon,355,diploid,True,False,10,918,91.8,31,52,48,112,675,658,260
Histone H4,Brassica napus,976,tetraploid,True,False,6,815,135.83,14,35,62,119,585,560,255
Histone H4,Camelina sativa,785,hexaploid,True,False,7,211,30.14,8,23,38,54,88,166,45
Histone H4,Ceratopteris richardii,7400,diploid,True,False,7,806,115.14,0,1,12,64,729,160,646
Histone H4,Chenopodium quinoa,1300,tetraploid,True,False,3,44,14.67,3,9,7,2,23,28,16
Histone H4,Cicer arietinum,740,diploid,True,False,4,51,12.75,1,6,4,7,33,33,18
Histone H4,Coffea canephora,569,diploid,True,False,9,75,8.33,0,1,3,12,59,37,38
Histone H4,Corylus avellana,378,diploid,True,False,5,66,13.2,8,3,3,7,45,42,24
Histone H4,Cucumis sativus,367,diploid,True,False,6,151,25.17,4,6,10,10,121,94,57
Histone H4,Daucus carota,430,diploid,True,False,7,125,17.86,4,11,14,29,67,100,25
Histone H4,Eleusine coracana,1100,tetraploid,True,False,12,2380,198.33,105,94,61,208,1912,1114,1266
Histone H4,Eruca vesicaria,851,diploid,True,False,4,94,23.5,2,20,2,20,50,21,73
Histone H4,Fragaria ananassa,806,octoploid,True,False,6,315,52.5,40,24,6,57,188,173,142
Histone H4,Glycine max,1115,diploid,True,False,7,235,33.57,4,21,46,38,126,110,125
Histone H4,Gossypium hirsutum,2300,tetraploid,True,False,9,599,66.56,2,30,38,87,442,210,389
Histone H4,Helianthus annuus,3000,diploid,True,False,7,510,72.86,14,24,43,79,350,157,353
Histone H4,Hordeum vulgare,5100,diploid,True,False,12,7102,591.83,486,177,113,578,5748,1551,5551
Histone H4,Lactuca sativa,2600,diploid,True,False,7,517,73.86,8,32,44,52,381,138,379
Histone H4,Lotus japonicus,554,diploid,True,False,10,177,17.7,1,7,17,37,115,87,90
Histone H4,Lupinus angustifolius,924,diploid,True,False,3,305,101.67,6,7,11,12,269,77,228
Histone H4,Malus domestica,703,diploid,True,False,9,595,66.11,0,3,18,112,462,85,510
Histone H4,Manihot esculenta,750,diploid,True,False,7,53,7.57,0,3,3,2,45,29,24
Histone H4,Miscanthus sinensis,2080,diploid,True,False,10,4483,448.3,82,74,54,402,3871,1190,3293
Histone H4,Panicum miliaceum,835,diploid,True,False,10,2315,231.5,88,36,46,262,1883,1238,1077
Histone H4,Paspalum notatum,513,diploid,True,False,12,1751,145.92,62,38,26,142,1483,801,950
Histone H4,Phaseolus vulgaris,530,diploid,True,False,7,117,16.71,0,5,1,8,103,35,82
Histone H4,Pisum sativum,4450,diploid,True,False,6,678,113.0,4,2,16,29,627,64,614
Histone H4,Populus deltoides,425,diploid,True,False,4,45,11.25,0,9,11,6,19,37,8
Histone H4,Populus trichocarpa,480,diploid,True,False,4,45,11.25,3,10,5,15,12,36,9
Histone H4,Prunus persica,272,diploid,True,False,7,129,18.43,11,5,6,20,87,64,65
Histone H4,Rubus occidentalis,240,diploid,True,False,9,105,11.67,14,8,15,28,40,38,67
Histone H4,Setaria viridis,397,diploid,True,False,12,1280,106.67,67,25,19,137,1032,759,521
Histone H4,Solanum lycopersicum,824,diploid,True,False,5,104,20.8,8,10,12,18,56,65,39
Histone H4,Solanum tuberosum,1653,tetraploid,True,False,5,107,21.4,9,13,6,11,68,53,54
Histone H4,Sorghum bicolor,709,diploid,True,False,12,1818,151.5,61,49,32,216,1460,876,942
Histone H4,Spinacia oleracea,989,diploid,True,False,6,96,16.0,13,14,9,11,49,48,48
Histone H4,Thlaspi arvense,539,diploid,True,False,10,143,14.3,5,16,19,36,67,60,83
Histone H4,Vicia faba,11900,diploid,True,False,3,306,102.0,10,10,15,36,235,52,254
Histone H4,Vigna unguiculata,641,diploid,True,False,4,74,18.5,0,4,7,10,53,42,32
Histone H4,Vitis vinifera,486,diploid,True,False,8,106,13.25,1,5,16,18,66,68,38
Histone H4,Zea mays,2500,diploid,True,False,9,1674,186.0,24,35,42,91,1482,466,1208
Histone H4,brassica rapa,353,diploid,True,False,6,234,39.0,5,10,22,36,161,153,81
Histone H4,musa acuminata,523,diploid,True,False,8,142,17.75,0,7,23,24,88,110,32
EF-Tu,Aegilops tauschii,4200,diploid,True,False,9,1335,148.33,2,8,11,105,1209,124,1211
EF-Tu,Arabidopsis thaliana,135,diploid,True,False,6,25,4.17,0,0,4,3,18,20,5
EF-Tu,Asparagus officinalis,1200,diploid,True,False,7,528,75.43,0,1,7,108,412,125,403
EF-Tu,Beta vulgaris,558,diploid,True,False,8,156,19.5,0,0,0,10,146,56,100
EF-Tu,Brachypodium distachyon,355,diploid,True,False,7,120,17.14,0,0,4,8,108,61,59
EF-Tu,Brassica napus,976,tetraploid,True,False,8,231,28.88,33,10,23,26,139,156,75
EF-Tu,Camelina sativa,785,hexaploid,True,False,6,148,24.67,8,3,21,21,95,84,64
